surgery,Age,rectal_temperature,pulse,respiratory_rate,temp_extremities,peripheral_pulse,mucous_membranes,capillary_refill_time,pain,peristalsis,abdominal_distension,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_PH,rectal_examination,abdomen,packed_cell_volume,total_protein,abdominocentesis_appearance,abdomcentesis_total_protein,outcome,surgical_lesion
yes,adult,37.2,42.0,12.0,warm,normal,normal pink,<3,intermittent mild pain,hypomotile,moderate,significant,none,4.9380952381,absent,distended large intestine,45.8717607973,7.0,,3.01176470588,lived,no
no,young,38.0,92.0,28.0,normal,normal,bright pink,<3,alert no pain,hypomotile,slight,significant,,7.2,normal,normal,37.0,6.1,clear,3.01176470588,died,no
yes,adult,38.2,76.0,28.0,cool,normal,normal pink,<3,intermittent mild pain,absent,none,slight,>1l,4.9380952381,absent,distended small intestine,46.0,81.0,clear,2.0,lived,yes
yes,adult,37.6,96.0,48.0,cool,normal,pale cyanotic,<3,continuous severe pain,hypomotile,moderate,slight,<1l,4.5,absent,,45.0,6.8,,3.01176470588,died,yes
yes,young,38.1324723247,128.0,36.0,cool,reduced,pale cyanotic,>=3,intermittent severe pain,absent,moderate,significant,,4.9380952381,absent,distended large intestine,53.0,7.8,serosanguinous,4.7,died,no
yes,adult,37.6,64.0,21.0,normal,normal,bright pink,<3,depressed,hypomotile,none,none,none,4.9380952381,increased,distended large intestine,40.0,7.0,clear,3.01176470588,lived,yes
no,adult,39.4,110.0,35.0,cold,reduced,dark cyanotic,,,hypomotile,moderate,,,4.9380952381,,,55.0,8.7,,3.01176470588,lived,no
yes,adult,39.9,72.0,60.0,normal,normal,bright red,>=3,continuous severe pain,absent,severe,significant,none,4.9380952381,absent,distended small intestine,46.0,6.1,cloudy,3.01176470588,lived,yes
no,adult,38.4,48.0,16.0,normal,,normal pink,<3,alert no pain,hypomotile,none,slight,<1l,5.5,absent,firm feces in large intestine,49.0,6.8,,3.01176470588,lived,no
yes,adult,38.6,42.0,34.0,warm,normal,pale cyanotic,,depressed,hypomotile,none,,,4.9380952381,normal,,48.0,7.2,,3.01176470588,lived,yes
yes,young,38.3,130.0,60.0,,reduced,,<3,depressed,absent,,,,4.9380952381,,,50.0,70.0,,3.01176470588,lived,yes
yes,adult,38.1,60.0,12.0,cool,reduced,pale pink,<3,,absent,moderate,significant,>1l,2.0,,,51.0,65.0,,3.01176470588,lived,yes
yes,adult,37.8,48.0,12.0,cool,normal,normal pink,<3,,hypomotile,slight,none,none,4.9380952381,normal,firm feces in large intestine,37.0,5.5,cloudy,1.3,lived,no
yes,adult,38.1324723247,70.9774919614,30.9372693727,,,,,,,,,,4.9380952381,,,45.8717607973,24.927027027,,3.01176470588,died,no
no,adult,37.7,48.0,30.9372693727,warm,normal,normal pink,<3,alert no pain,hypermotile,none,none,none,4.9380952381,,,45.0,76.0,,3.01176470588,lived,no
no,adult,37.7,96.0,30.0,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,severe,significant,>1l,4.0,absent,distended large intestine,66.0,7.5,,3.01176470588,died,yes
no,adult,37.2,108.0,12.0,cool,reduced,pale cyanotic,>=3,depressed,absent,slight,,<1l,6.0,decreased,firm feces in large intestine,52.0,8.2,serosanguinous,7.4,euthanized,yes
yes,adult,37.2,60.0,30.9372693727,warm,normal,normal pink,<3,intermittent mild pain,hypomotile,moderate,slight,none,4.9380952381,absent,distended large intestine,43.0,6.6,,3.01176470588,lived,yes
yes,adult,38.2,64.0,28.0,normal,normal,normal pink,<3,intermittent mild pain,hypermotile,,,,4.9380952381,absent,distended small intestine,49.0,8.6,cloudy,6.6,lived,yes
yes,adult,38.1324723247,100.0,30.0,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,severe,significant,<1l,4.9380952381,absent,distended small intestine,52.0,6.6,,3.01176470588,lived,yes
no,adult,38.3,112.0,16.0,,reduced,bright red,>=3,,,none,none,>1l,4.9380952381,,distended large intestine,51.0,6.0,cloudy,1.0,euthanized,no
yes,adult,37.8,72.0,30.9372693727,,reduced,,<3,continuous severe pain,hypomotile,none,,none,4.9380952381,normal,normal,56.0,80.0,clear,2.0,lived,yes
no,adult,38.6,52.0,30.9372693727,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,none,none,4.9380952381,normal,firm feces in large intestine,32.0,6.6,clear,5.0,lived,no
yes,young,39.2,146.0,96.0,,,,,,,,,,4.9380952381,,,45.8717607973,24.927027027,,3.01176470588,died,yes
yes,adult,38.1324723247,88.0,30.9372693727,cool,reduced,dark cyanotic,>=3,continuous severe pain,hypomotile,moderate,none,<1l,4.9380952381,absent,distended large intestine,63.0,6.5,serosanguinous,3.01176470588,died,yes
no,young,39.0,150.0,72.0,,,,,,,,,,4.9380952381,,,47.0,8.5,,0.1,lived,yes
no,adult,38.0,60.0,12.0,cool,normal,pale pink,<3,intermittent mild pain,hypomotile,none,none,none,4.9380952381,increased,other,47.0,7.0,,3.01176470588,lived,no
yes,adult,35.4,140.0,24.0,cool,reduced,pale cyanotic,>=3,intermittent severe pain,absent,,slight,none,4.9380952381,,distended large intestine,57.0,69.0,serosanguinous,2.0,euthanized,yes
no,adult,38.1324723247,120.0,30.9372693727,cold,reduced,pale cyanotic,>=3,continuous severe pain,absent,severe,none,none,4.9380952381,absent,distended large intestine,60.0,6.5,serosanguinous,3.01176470588,died,yes
yes,adult,37.9,60.0,15.0,cool,,pale cyanotic,>=3,continuous severe pain,absent,severe,slight,>1l,4.9380952381,absent,distended large intestine,65.0,7.5,,3.01176470588,lived,yes
no,adult,37.5,48.0,16.0,normal,normal,normal pink,<3,alert no pain,hypermotile,none,none,none,4.9380952381,normal,,37.0,6.5,,3.01176470588,lived,no
yes,adult,38.9,80.0,44.0,cool,reduced,pale pink,>=3,depressed,hypomotile,moderate,slight,>1l,7.0,decreased,normal,54.0,6.5,serosanguinous,3.01176470588,died,yes
no,adult,37.2,84.0,48.0,cool,reduced,bright red,>=3,intermittent severe pain,hypermotile,slight,none,>1l,4.9380952381,increased,normal,73.0,5.5,cloudy,4.1,died,no
yes,adult,37.4,84.0,36.0,normal,,pale pink,>=3,intermittent mild pain,hypomotile,slight,,,4.9380952381,absent,distended large intestine,45.8717607973,24.927027027,serosanguinous,3.01176470588,died,yes
no,adult,38.1324723247,70.9774919614,30.9372693727,normal,normal,pale pink,<3,alert no pain,hypomotile,none,,,4.9380952381,increased,other,43.0,7.7,,3.01176470588,lived,no
no,adult,38.6,40.0,20.0,,,,<3,,,,,,4.9380952381,,,41.0,6.4,,3.01176470588,lived,no
yes,young,38.6,160.0,20.0,cool,,bright red,<3,intermittent mild pain,hypomotile,severe,significant,,4.9380952381,absent,,38.0,24.927027027,cloudy,3.01176470588,died,yes
yes,adult,38.1324723247,64.0,36.0,warm,,bright pink,<3,continuous severe pain,hypomotile,moderate,slight,>1l,4.9380952381,,,42.0,7.7,,3.01176470588,died,yes
yes,adult,38.1324723247,70.9774919614,20.0,cold,reduced,pale pink,,continuous severe pain,absent,moderate,slight,,4.9380952381,absent,distended small intestine,53.0,5.9,serosanguinous,3.01176470588,died,yes
no,adult,38.1324723247,96.0,30.9372693727,cool,reduced,pale pink,>=3,continuous severe pain,absent,severe,none,>1l,4.9380952381,absent,distended large intestine,60.0,24.927027027,,3.01176470588,died,yes
no,adult,37.8,48.0,32.0,normal,normal,pale pink,<3,depressed,hypermotile,,none,none,4.9380952381,absent,distended large intestine,37.0,6.7,,3.01176470588,lived,no
no,adult,38.5,60.0,30.9372693727,warm,increased,normal pink,<3,alert no pain,normal,slight,slight,none,4.9380952381,normal,normal,44.0,7.7,,3.01176470588,lived,no
yes,adult,37.8,88.0,22.0,warm,normal,bright pink,<3,intermittent mild pain,,,slight,,4.9380952381,absent,,64.0,8.0,clear,6.0,died,yes
no,adult,38.2,130.0,16.0,cold,reduced,pale cyanotic,>=3,depressed,absent,severe,none,none,4.9380952381,,,65.0,82.0,cloudy,2.0,euthanized,no
yes,adult,39.0,64.0,36.0,cool,normal,pale cyanotic,>=3,intermittent mild pain,hypomotile,slight,none,>1l,7.0,absent,distended large intestine,44.0,7.5,serosanguinous,5.0,lived,yes
no,adult,37.9,72.0,30.9372693727,normal,normal,bright red,>=3,intermittent mild pain,hypomotile,none,none,<1l,2.0,decreased,distended small intestine,58.0,74.0,clear,2.0,lived,yes
no,adult,38.4,54.0,24.0,normal,normal,normal pink,<3,alert no pain,hypomotile,none,slight,none,4.9380952381,decreased,other,49.0,7.2,clear,3.01176470588,lived,no
no,adult,38.1324723247,52.0,16.0,normal,,pale pink,<3,,,,slight,<1l,5.5,,,55.0,7.2,,3.01176470588,lived,no
no,adult,38.0,48.0,12.0,normal,normal,normal pink,<3,alert no pain,hypomotile,,none,none,4.9380952381,decreased,other,42.0,6.3,cloudy,4.1,lived,no
yes,adult,37.8,48.0,28.0,normal,normal,normal pink,<3,alert no pain,normal,none,slight,,4.9380952381,normal,normal,46.0,5.9,cloudy,7.0,lived,no
yes,adult,37.7,56.0,30.9372693727,,,,,,,,,,4.9380952381,,,45.8717607973,24.927027027,,3.01176470588,died,yes
yes,young,38.1324723247,70.9774919614,30.9372693727,,,,,,,,,,4.9380952381,,,37.0,4.9,,3.01176470588,died,yes
yes,young,39.7,100.0,30.9372693727,cool,reduced,bright red,>=3,depressed,hypomotile,,,,4.9380952381,,,48.0,57.0,cloudy,2.0,euthanized,yes
yes,adult,37.6,38.0,20.0,cool,reduced,normal pink,<3,intermittent mild pain,hypomotile,slight,,,4.9380952381,decreased,,37.0,68.0,,3.01176470588,lived,yes
no,adult,38.7,52.0,20.0,warm,,normal pink,<3,alert no pain,hypermotile,none,none,none,4.9380952381,normal,normal,33.0,77.0,,3.01176470588,lived,no
yes,adult,38.1324723247,70.9774919614,30.9372693727,cool,reduced,pale pink,meaning unknown,continuous severe pain,hypomotile,moderate,significant,>1l,4.9380952381,absent,distended large intestine,46.0,5.9,,3.01176470588,died,yes
yes,adult,37.5,96.0,18.0,normal,reduced,dark cyanotic,>=3,intermittent mild pain,absent,slight,slight,<1l,5.0,,distended small intestine,69.0,8.9,serosanguinous,3.01176470588,lived,yes
yes,adult,36.4,98.0,35.0,cool,reduced,pale cyanotic,<3,intermittent severe pain,hypomotile,slight,,,4.9380952381,absent,distended small intestine,47.0,6.4,serosanguinous,3.6,died,yes
yes,adult,37.3,40.0,30.9372693727,,reduced,normal pink,<3,depressed,hypomotile,slight,significant,none,4.9380952381,decreased,distended large intestine,36.0,24.927027027,serosanguinous,2.0,lived,yes
yes,young,38.1,100.0,80.0,cool,normal,bright pink,<3,intermittent mild pain,absent,none,,,4.9380952381,normal,,36.0,5.7,,3.01176470588,lived,yes
yes,adult,38.0,70.9774919614,24.0,cool,reduced,dark cyanotic,>=3,continuous severe pain,,severe,none,none,4.9380952381,,,68.0,7.8,,3.01176470588,died,yes
yes,adult,37.8,60.0,80.0,normal,reduced,bright pink,>=3,depressed,hypomotile,moderate,,>1l,5.5,absent,,40.0,4.5,cloudy,3.01176470588,lived,yes
no,adult,38.0,54.0,30.0,warm,reduced,pale pink,meaning unknown,intermittent mild pain,hypermotile,slight,slight,>1l,4.9380952381,,distended small intestine,45.0,6.2,,3.01176470588,lived,no
yes,adult,38.1324723247,88.0,40.0,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,moderate,significant,,4.9380952381,absent,distended large intestine,50.0,7.7,serosanguinous,1.4,died,yes
no,adult,38.1324723247,40.0,16.0,,,,<3,,,,,,4.9380952381,,,50.0,7.0,cloudy,3.9,euthanized,yes
no,adult,39.0,64.0,40.0,normal,normal,bright red,<3,intermittent mild pain,hypomotile,slight,slight,none,4.9380952381,decreased,firm feces in large intestine,42.0,7.5,cloudy,2.3,lived,no
no,adult,38.3,42.0,10.0,normal,normal,normal pink,<3,alert no pain,hypermotile,none,,,4.9380952381,,,38.0,61.0,,3.01176470588,lived,no
no,adult,38.0,52.0,16.0,,,,,depressed,,,,<1l,1.0,normal,normal,53.0,86.0,,3.01176470588,lived,yes
no,adult,40.3,114.0,36.0,cool,reduced,normal pink,>=3,depressed,hypomotile,moderate,slight,none,7.0,normal,distended large intestine,57.0,8.1,serosanguinous,4.5,died,yes
no,adult,38.8,50.0,20.0,cool,normal,normal pink,<3,alert no pain,hypermotile,none,slight,none,4.9380952381,decreased,normal,42.0,6.2,,3.01176470588,lived,no
no,adult,38.1324723247,70.9774919614,30.9372693727,cool,reduced,normal pink,<3,continuous severe pain,hypomotile,moderate,none,none,4.9380952381,absent,distended large intestine,38.0,6.5,,3.01176470588,died,yes
yes,adult,37.3,48.0,20.0,,normal,bright pink,<3,intermittent mild pain,hypomotile,moderate,slight,none,4.9380952381,decreased,distended large intestine,41.0,69.0,,3.01176470588,lived,yes
no,adult,38.1324723247,84.0,36.0,,,pale pink,<3,,hypomotile,none,slight,none,4.9380952381,decreased,other,44.0,8.5,,3.01176470588,lived,yes
yes,adult,38.1,88.0,32.0,cool,reduced,pale cyanotic,<3,depressed,hypomotile,moderate,,<1l,1.0,absent,distended large intestine,55.0,60.0,,3.01176470588,euthanized,no
no,adult,37.7,44.0,40.0,warm,normal,pale pink,<3,alert no pain,hypomotile,slight,none,none,4.9380952381,normal,distended large intestine,41.0,60.0,,3.01176470588,lived,no
no,adult,39.6,108.0,51.0,cool,reduced,dark cyanotic,>=3,depressed,absent,moderate,none,>1l,4.9380952381,decreased,distended large intestine,59.0,8.0,cloudy,2.6,lived,no
yes,adult,38.2,40.0,16.0,cool,reduced,normal pink,<3,alert no pain,hypomotile,,,,4.9380952381,normal,normal,34.0,66.0,,3.01176470588,lived,no
yes,adult,38.1324723247,60.0,20.0,cold,reduced,pale cyanotic,>=3,continuous severe pain,absent,,,none,4.9380952381,absent,distended large intestine,45.8717607973,24.927027027,,3.01176470588,euthanized,yes
no,adult,38.3,40.0,16.0,cool,,normal pink,<3,depressed,,,,,4.9380952381,,,37.0,57.0,,3.01176470588,lived,no
yes,young,38.0,140.0,68.0,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,,,4.9380952381,increased,normal,39.0,5.3,,3.01176470588,lived,yes
yes,adult,37.8,52.0,24.0,normal,reduced,pale pink,<3,intermittent severe pain,absent,none,slight,<1l,5.7,increased,distended large intestine,48.0,6.6,clear,3.7,died,yes
yes,adult,38.1324723247,70.0,36.0,normal,,pale pink,>=3,depressed,hypomotile,slight,slight,,4.9380952381,absent,distended large intestine,36.0,7.3,,3.01176470588,lived,yes
yes,adult,38.3,52.0,96.0,,reduced,pale pink,<3,,,,none,none,4.9380952381,normal,,43.0,6.1,,3.01176470588,lived,yes
no,adult,37.3,50.0,32.0,normal,normal,pale pink,<3,alert no pain,hypomotile,slight,,,4.9380952381,normal,,44.0,7.0,,3.01176470588,lived,no
yes,adult,38.7,60.0,32.0,cold,reduced,bright pink,>=3,intermittent severe pain,absent,severe,,,4.9380952381,absent,distended large intestine,53.0,64.0,serosanguinous,2.0,euthanized,yes
yes,young,38.4,84.0,40.0,cool,reduced,bright pink,<3,intermittent mild pain,hypomotile,moderate,none,none,4.9380952381,,,36.0,6.6,cloudy,2.8,died,yes
yes,adult,38.1324723247,70.0,16.0,cool,absent,bright red,>=3,depressed,hypomotile,slight,slight,none,4.9380952381,absent,distended large intestine,60.0,7.5,,3.01176470588,died,yes
yes,adult,38.3,40.0,16.0,cool,,,<3,alert no pain,hypomotile,slight,,,4.9380952381,,,38.0,58.0,clear,2.0,lived,yes
yes,adult,38.1324723247,40.0,30.9372693727,warm,normal,normal pink,<3,alert no pain,hypomotile,none,none,none,4.9380952381,,distended large intestine,39.0,56.0,,3.01176470588,lived,yes
yes,adult,36.8,60.0,28.0,,,,,,,,,,4.9380952381,,,45.8717607973,24.927027027,,10.0,died,yes
yes,adult,38.4,44.0,24.0,cool,,pale cyanotic,,continuous severe pain,absent,moderate,slight,none,4.9380952381,absent,distended large intestine,50.0,77.0,,3.01176470588,lived,yes
no,adult,38.1324723247,70.9774919614,40.0,cool,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,,,4.9380952381,,,45.0,70.0,,3.01176470588,lived,no
no,adult,39.5,70.9774919614,30.9372693727,cool,reduced,pale cyanotic,>=3,intermittent mild pain,absent,moderate,,<1l,5.5,absent,distended large intestine,45.8717607973,6.7,clear,3.01176470588,euthanized,yes
yes,adult,36.5,78.0,30.0,normal,,normal pink,<3,continuous severe pain,hypomotile,none,,none,4.9380952381,,,34.0,75.0,cloudy,1.0,lived,yes
no,adult,38.1,56.0,20.0,warm,normal,bright pink,<3,alert no pain,hypomotile,none,none,none,4.9380952381,,,46.0,70.0,,3.01176470588,lived,no
yes,adult,39.4,54.0,66.0,normal,normal,bright pink,<3,depressed,hypomotile,slight,none,none,4.9380952381,decreased,distended small intestine,39.0,6.0,cloudy,3.01176470588,lived,yes
yes,adult,38.3,80.0,40.0,,,dark cyanotic,>=3,intermittent severe pain,hypomotile,none,,>1l,4.9380952381,normal,distended small intestine,67.0,10.2,cloudy,1.0,euthanized,yes
no,adult,38.7,40.0,28.0,warm,normal,normal pink,<3,intermittent mild pain,hypermotile,none,,,4.9380952381,normal,,39.0,62.0,clear,1.0,lived,no
no,adult,37.6,48.0,20.0,cool,normal,pale cyanotic,<3,alert no pain,hypermotile,moderate,slight,none,4.9380952381,normal,normal,37.0,5.5,,3.01176470588,euthanized,yes
yes,adult,38.0,42.0,68.0,cold,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,slight,>1l,4.9380952381,absent,distended small intestine,41.0,7.6,,3.01176470588,lived,yes
yes,adult,37.4,50.0,32.0,cool,reduced,,<3,intermittent severe pain,absent,none,slight,none,4.9380952381,normal,,45.0,7.9,cloudy,1.0,lived,yes
yes,adult,37.4,84.0,20.0,,,pale pink,<3,depressed,hypomotile,moderate,,,4.9380952381,,,31.0,61.0,,1.0,euthanized,no
yes,adult,38.4,49.0,30.9372693727,,,normal pink,<3,,,none,slight,none,4.9380952381,,,44.0,7.6,,3.01176470588,lived,yes
yes,adult,37.8,30.0,12.0,,,,,,,,,,4.9380952381,,,45.8717607973,24.927027027,,3.01176470588,died,yes
no,adult,37.6,88.0,36.0,cool,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,none,<1l,1.5,,,44.0,6.0,,3.01176470588,died,yes
,adult,38.0,48.0,20.0,cool,normal,pale pink,<3,intermittent severe pain,hypomotile,none,slight,none,4.9380952381,decreased,distended large intestine,43.0,73.0,cloudy,1.0,,yes
no,adult,37.9,40.0,24.0,normal,normal,normal pink,<3,depressed,hypomotile,none,,,4.9380952381,,firm feces in large intestine,40.0,5.7,,3.01176470588,lived,yes
yes,adult,38.1324723247,100.0,30.9372693727,cool,,pale cyanotic,>=3,continuous severe pain,absent,,slight,,4.9380952381,increased,,59.0,6.3,,3.01176470588,died,yes
yes,young,38.1,136.0,48.0,cool,reduced,pale pink,<3,continuous severe pain,hypermotile,moderate,slight,>1l,4.4,increased,,33.0,4.9,cloudy,2.9,died,yes
yes,adult,38.1324723247,70.9774919614,30.9372693727,cool,reduced,pale pink,>=3,continuous severe pain,hypomotile,moderate,significant,>1l,4.9380952381,absent,distended large intestine,46.0,5.9,,3.01176470588,died,yes
yes,adult,38.0,48.0,30.9372693727,normal,normal,normal pink,<3,alert no pain,normal,severe,slight,>1l,4.9380952381,absent,distended large intestine,45.8717607973,24.927027027,,3.01176470588,lived,yes
no,adult,38.0,60.0,32.0,normal,normal,,<3,intermittent mild pain,hypomotile,,none,none,4.9380952381,,,50.0,7.0,clear,1.0,lived,no
yes,adult,38.1,44.0,9.0,cool,normal,normal pink,<3,depressed,normal,none,none,none,4.9380952381,absent,distended large intestine,31.0,7.3,,3.01176470588,lived,no
no,adult,36.0,42.0,30.0,,,bright red,<3,,,,,,4.9380952381,,,64.0,6.8,,3.01176470588,died,no
yes,adult,38.1324723247,120.0,30.9372693727,cold,reduced,dark cyanotic,>=3,continuous severe pain,absent,severe,,,4.9380952381,absent,distended large intestine,57.0,4.5,serosanguinous,3.9,died,yes
yes,adult,37.8,48.0,28.0,normal,normal,normal pink,>=3,alert no pain,normal,none,slight,,4.9380952381,normal,normal,46.0,5.9,cloudy,7.0,lived,no
yes,adult,37.1,84.0,40.0,cool,reduced,dark cyanotic,<3,depressed,absent,severe,significant,>1l,2.0,absent,distended large intestine,75.0,81.0,,3.01176470588,euthanized,no
no,adult,38.1324723247,80.0,32.0,cool,reduced,bright pink,<3,depressed,hypomotile,moderate,slight,none,4.9380952381,decreased,,50.0,80.0,,3.01176470588,lived,yes
yes,adult,38.2,48.0,30.9372693727,normal,reduced,pale pink,<3,intermittent mild pain,absent,severe,none,<1l,2.0,absent,distended large intestine,42.0,71.0,,3.01176470588,lived,yes
yes,adult,38.3,132.0,30.9372693727,,reduced,dark cyanotic,>=3,depressed,absent,slight,slight,<1l,6.2,absent,distended small intestine,57.0,8.0,,5.2,lived,yes
no,adult,38.7,48.0,24.0,,,,,alert no pain,hypermotile,,none,none,4.9380952381,normal,,34.0,63.0,,3.01176470588,lived,no
no,adult,38.9,44.0,14.0,cool,normal,normal pink,<3,depressed,hypomotile,slight,,,4.9380952381,,other,33.0,64.0,,3.01176470588,lived,no
yes,adult,39.3,70.9774919614,30.9372693727,cold,reduced,dark cyanotic,>=3,intermittent severe pain,absent,slight,none,<1l,4.0,absent,distended small intestine,75.0,24.927027027,serosanguinous,4.3,died,yes
yes,adult,38.1324723247,100.0,30.9372693727,cool,reduced,pale cyanotic,>=3,,absent,severe,slight,none,2.0,,,68.0,64.0,serosanguinous,2.0,lived,yes
no,adult,38.6,48.0,20.0,cool,normal,normal pink,<3,alert no pain,hypomotile,slight,slight,none,4.9380952381,decreased,other,50.0,7.3,clear,3.01176470588,lived,no
no,adult,38.8,48.0,40.0,normal,normal,pale pink,<3,intermittent mild pain,hypomotile,severe,slight,,4.9380952381,,distended large intestine,41.0,65.0,,3.01176470588,lived,yes
no,adult,38.0,48.0,20.0,cool,reduced,pale cyanotic,<3,alert no pain,absent,slight,slight,,5.0,,other,49.0,8.3,clear,3.01176470588,lived,no
no,adult,38.6,52.0,20.0,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,none,none,4.9380952381,normal,firm feces in large intestine,36.0,6.6,clear,5.0,lived,no
yes,adult,37.8,60.0,24.0,normal,,pale pink,>=3,,absent,severe,slight,<1l,2.0,,distended large intestine,52.0,75.0,,3.01176470588,euthanized,yes
no,adult,38.1324723247,70.9774919614,12.0,normal,normal,bright pink,<3,depressed,hypermotile,slight,significant,none,4.9380952381,normal,firm feces in large intestine,44.0,7.5,cloudy,3.01176470588,lived,no
yes,adult,38.1324723247,70.9774919614,30.9372693727,,,,,intermittent severe pain,,,none,none,4.9380952381,,distended large intestine,35.0,58.0,cloudy,1.0,lived,yes
yes,adult,38.3,42.0,24.0,,,,<3,,,,,,4.9380952381,,,40.0,8.5,,3.01176470588,died,yes
no,adult,39.5,60.0,10.0,cool,,,>=3,intermittent mild pain,hypomotile,slight,slight,none,4.9380952381,decreased,,38.0,56.0,clear,3.01176470588,lived,no
yes,adult,38.0,66.0,20.0,normal,reduced,pale pink,<3,continuous severe pain,hypomotile,none,none,none,4.9380952381,decreased,,46.0,46.0,serosanguinous,2.0,euthanized,yes
yes,adult,38.7,76.0,30.9372693727,normal,normal,bright red,>=3,intermittent mild pain,hypomotile,slight,slight,>1l,4.9380952381,absent,distended small intestine,50.0,8.0,,3.01176470588,lived,yes
yes,adult,39.4,120.0,48.0,,,bright red,<3,,hypomotile,moderate,none,,4.9380952381,absent,,56.0,64.0,clear,2.0,euthanized,no
yes,adult,38.3,40.0,18.0,normal,normal,normal pink,<3,intermittent mild pain,hypermotile,none,,,4.9380952381,increased,normal,43.0,5.9,clear,3.01176470588,lived,no
no,adult,38.1324723247,44.0,24.0,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,none,slight,none,4.9380952381,,normal,45.8717607973,6.3,,3.01176470588,lived,no
yes,adult,38.4,104.0,40.0,normal,normal,pale pink,<3,depressed,absent,slight,slight,<1l,6.5,,distended small intestine,55.0,8.5,,3.01176470588,lived,yes
yes,adult,38.1324723247,65.0,24.0,,,,>=3,continuous severe pain,,severe,significant,none,4.9380952381,,distended large intestine,45.8717607973,24.927027027,,3.01176470588,euthanized,yes
no,adult,37.5,44.0,20.0,normal,normal,pale pink,<3,,hypermotile,none,,,4.9380952381,normal,,35.0,7.2,,3.01176470588,lived,no
no,adult,39.0,86.0,16.0,cool,reduced,bright red,,intermittent mild pain,hypomotile,moderate,,>1l,4.9380952381,,,68.0,5.8,serosanguinous,6.0,died,yes
yes,adult,38.1324723247,104.0,30.9372693727,cool,reduced,bright red,>=3,depressed,absent,moderate,,<1l,4.9380952381,absent,distended small intestine,69.0,8.6,cloudy,3.4,died,yes
no,adult,38.1324723247,70.9774919614,30.9372693727,cool,absent,dark cyanotic,,intermittent severe pain,,severe,,,4.9380952381,,,45.8717607973,24.927027027,,3.01176470588,died,yes
yes,adult,38.1324723247,70.9774919614,30.9372693727,,,,,,,,,,4.9380952381,,,45.8717607973,24.927027027,,3.01176470588,lived,yes
yes,adult,38.2,60.0,30.0,normal,normal,pale pink,<3,intermittent mild pain,hypomotile,none,slight,none,4.9380952381,decreased,other,48.0,66.0,,3.01176470588,lived,yes
yes,adult,38.1324723247,60.0,30.0,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,severe,none,none,4.9380952381,absent,,45.0,70.0,serosanguinous,2.0,lived,yes
no,adult,38.5,100.0,30.9372693727,cool,reduced,bright red,>=3,intermittent severe pain,hypomotile,severe,slight,none,4.9380952381,absent,distended large intestine,45.8717607973,24.927027027,,3.01176470588,euthanized,no
