Speaker.Number,Sex,Feature.0,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Feature.8,Feature.9,Class
Andrew,Male,(-2.403;-2.1225],(0.787;1.4125],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.888],(-0.9615; Inf],hEd
Jo,Female,(-3.0055;-2.403],(1.4125;2.2165],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hYd
Jo,Female,(-4.5165;-3.525],(2.2165;2.794],(0.4725;1.077],(0.149;0.829],(0.182; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hud
Jo,Female,(-3.525;-3.0055],(-0.1235;0.4245],(0.4725;1.077],(0.829; Inf],(0.182; Inf],[-Inf;1.451],(-1.127;-0.6605],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hId
Jo,Female,(-4.5165;-3.525],(2.794;3.1765],(0.4725;1.077],[-Inf;0.149],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hOd
Jo,Female,(-4.5165;-3.525],[-Inf;-0.1235],(0.4725;1.077],(0.829; Inf],(0.182; Inf],(1.451; Inf],(-1.127;-0.6605],[-Inf;-0.597],(-0.888;0.069],(-0.9615; Inf],hid
Jo,Female,(-3.525;-3.0055],(-0.1235;0.4245],(0.4725;1.077],(0.829; Inf],(0.182; Inf],[-Inf;1.451],(-1.127;-0.6605],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hId
Jo,Female,(-4.5165;-3.525],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.149],(-1.104;-0.7345],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hOd
Jo,Female,(-4.5165;-3.525],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.149],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hod
Kate,Female,(-3.525;-3.0055],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(0.182; Inf],[-Inf;1.451],(0.4795; Inf],[-Inf;-0.597],[-Inf;-0.888],(-0.9615; Inf],hid
Kate,Female,(-3.0055;-2.403],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],[-Inf;-0.597],(-0.888;0.069],(-0.9615; Inf],hAd
Kate,Female,(-3.0055;-2.403],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],[-Inf;-0.597],(-0.888;0.069],(-0.9615; Inf],hAd
Kate,Female,(-3.0055;-2.403],(2.2165;2.794],[-Inf;0.4725],[-Inf;0.149],(-1.104;-0.7345],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hYd
Kate,Female,(-4.5165;-3.525],(3.1765; Inf],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hod
Kate,Female,(-3.0055;-2.403],(2.2165;2.794],[-Inf;0.4725],[-Inf;0.149],(-1.104;-0.7345],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hYd
Penny,Female,(-2.403;-2.1225],(2.794;3.1765],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.888],(-0.9615; Inf],had
Penny,Female,(-4.5165;-3.525],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hod
Penny,Female,(-4.5165;-3.525],(2.2165;2.794],[-Inf;0.4725],[-Inf;0.149],(0.182; Inf],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],[-Inf;-0.888],(-0.9615; Inf],hUd
Penny,Female,(-3.0055;-2.403],(-0.1235;0.4245],[-Inf;0.4725],(0.149;0.829],(0.182; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.888],(-0.9615; Inf],hId
Penny,Female,[-Inf;-4.5165],(2.2165;2.794],(0.4725;1.077],[-Inf;0.149],(0.182; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.888],(-0.9615; Inf],hud
Penny,Female,(-3.0055;-2.403],(2.794;3.1765],[-Inf;0.4725],[-Inf;0.149],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.888],(-0.9615; Inf],hYd
Penny,Female,(-3.0055;-2.403],(2.2165;2.794],[-Inf;0.4725],[-Inf;0.149],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.888],(-0.9615; Inf],had
Penny,Female,(-3.0055;-2.403],(0.4245;0.787],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],[-Inf;-0.597],(-0.888;0.069],(-0.9615; Inf],hEd
Penny,Female,[-Inf;-4.5165],(-0.1235;0.4245],(0.4725;1.077],(0.829; Inf],(0.182; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hid
Rose,Female,(-4.5165;-3.525],(2.2165;2.794],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hed
Rose,Female,[-Inf;-4.5165],(1.4125;2.2165],(1.077; Inf],(0.829; Inf],(-0.7345;0.182],[-Inf;1.451],(-1.127;-0.6605],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hid
Rose,Female,(-4.5165;-3.525],(1.4125;2.2165],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],had
Rose,Female,[-Inf;-4.5165],(1.4125;2.2165],(0.4725;1.077],(0.829; Inf],(0.182; Inf],[-Inf;1.451],(-1.127;-0.6605],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hId
Mike,Male,(-4.5165;-3.525],(1.4125;2.2165],(1.077; Inf],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hUd
Mike,Male,(-3.0055;-2.403],(0.4245;0.787],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hed
Mike,Male,(-3.0055;-2.403],(0.4245;0.787],(0.4725;1.077],(0.829; Inf],(-0.7345;0.182],[-Inf;1.451],(-1.127;-0.6605],(-0.597;0.0765],(0.069; Inf],(-0.9615; Inf],hOd
Mike,Male,(-3.0055;-2.403],(0.787;1.4125],(0.4725;1.077],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-1.127;-0.6605],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hOd
Mike,Male,[-Inf;-4.5165],(0.4245;0.787],(0.4725;1.077],(0.829; Inf],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hud
Nick,Male,(-3.0055;-2.403],(2.2165;2.794],[-Inf;0.4725],[-Inf;0.149],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],had
Nick,Male,[-Inf;-4.5165],(3.1765; Inf],[-Inf;0.4725],(0.149;0.829],(-1.104;-0.7345],[-Inf;1.451],(-1.127;-0.6605],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hud
Nick,Male,(-4.5165;-3.525],(1.4125;2.2165],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hed
Nick,Male,(-3.525;-3.0055],(2.794;3.1765],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hOd
Nick,Male,(-4.5165;-3.525],(3.1765; Inf],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hUd
Nick,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hAd
Nick,Male,[-Inf;-4.5165],(3.1765; Inf],[-Inf;0.4725],(0.149;0.829],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(0.069; Inf],(-0.9615; Inf],hud
Nick,Male,[-Inf;-4.5165],(3.1765; Inf],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(0.069; Inf],(-0.9615; Inf],hud
Rich,Male,(-3.0055;-2.403],(1.4125;2.2165],[-Inf;0.4725],[-Inf;0.149],(0.182; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hAd
Rich,Male,(-4.5165;-3.525],(1.4125;2.2165],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.888],(-0.9615; Inf],hed
Rich,Male,(-3.0055;-2.403],(2.794;3.1765],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hYd
Rich,Male,(-4.5165;-3.525],(1.4125;2.2165],[-Inf;0.4725],(0.149;0.829],(0.182; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hed
Rich,Male,(-3.0055;-2.403],(2.2165;2.794],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(0.069; Inf],(-0.9615; Inf],had
Rich,Male,(-4.5165;-3.525],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],[-Inf;-0.9615],hid
Tim,Male,(-4.5165;-3.525],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hod
Tim,Male,(-3.0055;-2.403],(0.4245;0.787],[-Inf;0.4725],(0.829; Inf],(0.182; Inf],[-Inf;1.451],(0.4795; Inf],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hId
Tim,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hAd
Sarah,Female,(-3.0055;-2.403],(1.4125;2.2165],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hEd
Sarah,Female,(-3.0055;-2.403],(2.2165;2.794],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],had
Sarah,Female,(-3.0055;-2.403],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hEd
Sarah,Female,(-3.0055;-2.403],(2.2165;2.794],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],had
Sarah,Female,(-4.5165;-3.525],(2.794;3.1765],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hUd
Sarah,Female,(-3.0055;-2.403],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hEd
Sarah,Female,(-2.1225;-1.4625],(2.2165;2.794],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hAd
Sarah,Female,(-3.0055;-2.403],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(0.4795; Inf],(-0.597;0.0765],[-Inf;-0.888],(-0.9615; Inf],hOd
Sarah,Female,(-4.5165;-3.525],(2.794;3.1765],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hUd
Sue,Female,[-Inf;-4.5165],(0.787;1.4125],(1.077; Inf],(0.829; Inf],(0.182; Inf],[-Inf;1.451],(-1.127;-0.6605],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hid
Sue,Female,(-4.5165;-3.525],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(0.182; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hId
Sue,Female,(-3.0055;-2.403],(0.787;1.4125],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],[-Inf;-0.597],(-0.888;0.069],(-0.9615; Inf],hEd
Sue,Female,(-4.5165;-3.525],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(0.182; Inf],[-Inf;1.451],(-1.127;-0.6605],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hud
Sue,Female,(-3.0055;-2.403],(2.794;3.1765],[-Inf;0.4725],(0.149;0.829],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],[-Inf;-0.888],(-0.9615; Inf],hYd
Sue,Female,(-4.5165;-3.525],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.888],(-0.9615; Inf],hod
Sue,Female,(-4.5165;-3.525],(2.2165;2.794],[-Inf;0.4725],(0.829; Inf],(0.182; Inf],[-Inf;1.451],(-1.127;-0.6605],(-0.597;0.0765],[-Inf;-0.888],(-0.9615; Inf],hud
Wendy,Female,(-3.525;-3.0055],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hEd
Wendy,Female,(-3.525;-3.0055],(2.794;3.1765],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hYd
Wendy,Female,(-4.5165;-3.525],(2.2165;2.794],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hUd
