buying,maint,doors,persons,lug_boot,safety,class
high,low,3,4,big,low,unacc
high,low,3,more,med,high,acc
high,low,4,2,big,low,unacc
high,low,4,4,small,high,acc
high,low,4,4,med,med,acc
high,low,4,more,med,med,acc
high,low,5more,more,small,low,unacc
med,vhigh,2,2,small,high,unacc
med,vhigh,2,4,med,low,unacc
med,vhigh,3,2,small,low,unacc
med,vhigh,3,2,big,low,unacc
med,vhigh,3,4,med,low,unacc
med,vhigh,3,4,med,high,acc
med,vhigh,3,4,big,med,acc
med,vhigh,4,more,big,high,acc
med,vhigh,5more,4,small,med,unacc
med,vhigh,5more,4,med,low,unacc
med,vhigh,5more,4,med,high,acc
med,vhigh,5more,more,big,high,acc
med,high,2,more,big,low,unacc
med,high,3,2,big,high,unacc
med,high,3,4,med,high,acc
med,high,3,4,big,low,unacc
med,high,4,2,small,med,unacc
med,high,5more,4,big,med,acc
med,high,5more,more,small,high,acc
med,high,5more,more,med,low,unacc
med,med,2,more,small,med,unacc
med,med,3,4,small,high,acc
med,med,4,4,big,med,acc
med,med,4,more,big,high,vgood
med,med,5more,4,big,med,acc
med,med,5more,more,med,low,unacc
med,low,2,4,med,high,good
med,low,2,more,med,high,good
med,low,3,2,med,high,unacc
med,low,3,2,big,med,unacc
med,low,3,4,med,low,unacc
med,low,4,2,med,low,unacc
med,low,4,4,med,low,unacc
med,low,5more,2,med,high,unacc
med,low,5more,4,med,high,vgood
med,low,5more,more,small,low,unacc
low,vhigh,2,2,small,high,unacc
low,vhigh,2,2,med,med,unacc
low,vhigh,2,more,big,low,unacc
low,vhigh,3,2,med,med,unacc
low,vhigh,3,more,med,low,unacc
low,vhigh,3,more,big,low,unacc
low,vhigh,4,4,small,low,unacc
low,vhigh,4,4,med,med,acc
low,vhigh,4,more,med,med,acc
low,vhigh,5more,2,small,high,unacc
low,vhigh,5more,4,med,med,acc
low,high,2,2,small,med,unacc
low,high,2,2,small,high,unacc
low,high,2,2,med,low,unacc
low,high,2,2,med,med,unacc
low,high,2,more,big,low,unacc
low,high,3,4,big,med,acc
low,high,4,2,med,high,unacc
low,high,5more,4,big,high,vgood
low,med,2,more,big,low,unacc
low,med,3,2,med,high,unacc
low,med,3,more,small,med,acc
low,med,4,2,med,med,unacc
low,med,4,2,big,med,unacc
low,med,5more,2,small,high,unacc
low,med,5more,4,med,low,unacc
low,med,5more,more,small,med,acc
low,med,5more,more,small,high,good
low,low,2,2,small,low,unacc
low,low,2,4,med,low,unacc
low,low,2,4,med,high,good
low,low,2,more,med,med,acc
low,low,2,more,big,high,vgood
low,low,3,4,small,med,acc
low,low,3,more,small,med,acc
low,low,3,more,big,low,unacc
low,low,4,2,small,low,unacc
low,low,4,2,small,med,unacc
low,low,4,4,big,high,vgood
low,low,4,more,small,med,acc
low,low,5more,4,med,med,good
low,low,5more,4,med,high,vgood
low,low,5more,more,med,med,good
low,low,5more,more,big,med,good
