surgery,Age,rectal_temperature,pulse,respiratory_rate,temp_extremities,peripheral_pulse,mucous_membranes,capillary_refill_time,pain,peristalsis,abdominal_distension,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_PH,rectal_examination,abdomen,packed_cell_volume,total_protein,abdominocentesis_appearance,abdomcentesis_total_protein,outcome,surgical_lesion
yes,adult,All,58.0_to_inf,All,cool,normal,normal pink,<3,intermittent mild pain,absent,none,slight,>1l,All,absent,distended small intestine,All,All,clear,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,normal,pale cyanotic,<3,continuous severe pain,hypomotile,moderate,slight,<1l,All,absent,,All,All,,All,died,yes
yes,young,All,58.0_to_inf,All,cool,reduced,pale cyanotic,>=3,intermittent severe pain,absent,moderate,significant,,All,absent,distended large intestine,All,All,serosanguinous,All,died,no
no,adult,All,-inf_to_58.0,All,,,,,,,,,,All,,,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,normal,normal,bright pink,<3,depressed,hypomotile,none,none,none,All,increased,distended large intestine,All,All,clear,All,lived,yes
no,adult,All,58.0_to_inf,All,cold,reduced,dark cyanotic,,,hypomotile,moderate,,,All,,,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,normal,normal,bright red,>=3,continuous severe pain,absent,severe,significant,none,All,absent,distended small intestine,All,All,cloudy,All,lived,yes
no,adult,All,-inf_to_58.0,All,normal,,normal pink,<3,alert no pain,hypomotile,none,slight,<1l,All,absent,firm feces in large intestine,All,All,,All,lived,no
yes,adult,All,-inf_to_58.0,All,warm,normal,pale cyanotic,,depressed,hypomotile,none,,,All,normal,,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale pink,<3,,absent,moderate,significant,>1l,All,,,All,All,,All,lived,yes
no,adult,All,58.0_to_inf,All,,,,<3,,,,,,All,,,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,cold,reduced,pale pink,>=3,intermittent mild pain,hypomotile,moderate,slight,none,All,decreased,distended large intestine,All,All,cloudy,All,lived,yes
yes,adult,All,-inf_to_58.0,All,cool,normal,normal pink,<3,,hypomotile,slight,none,none,All,normal,firm feces in large intestine,All,All,cloudy,All,lived,no
no,adult,All,-inf_to_58.0,All,warm,normal,normal pink,<3,alert no pain,hypermotile,none,none,none,All,,,All,All,,All,lived,no
no,adult,All,58.0_to_inf,All,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,severe,significant,>1l,All,absent,distended large intestine,All,All,,All,died,yes
no,adult,All,58.0_to_inf,All,cool,reduced,pale cyanotic,>=3,depressed,absent,slight,,<1l,All,decreased,firm feces in large intestine,All,All,serosanguinous,All,euthanized,yes
yes,adult,All,58.0_to_inf,All,warm,normal,normal pink,<3,intermittent mild pain,hypomotile,moderate,slight,none,All,absent,distended large intestine,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,normal,normal,normal pink,<3,intermittent mild pain,hypermotile,,,,All,absent,distended small intestine,All,All,cloudy,All,lived,yes
no,adult,All,58.0_to_inf,All,cold,reduced,pale pink,>=3,intermittent severe pain,absent,moderate,,<1l,All,,other,All,All,,All,euthanized,yes
no,adult,All,58.0_to_inf,All,,reduced,bright red,>=3,,,none,none,>1l,All,,distended large intestine,All,All,cloudy,All,euthanized,no
yes,adult,All,58.0_to_inf,All,,reduced,,<3,continuous severe pain,hypomotile,none,,none,All,normal,normal,All,All,clear,All,lived,yes
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,none,none,All,normal,firm feces in large intestine,All,All,clear,All,lived,no
yes,young,All,58.0_to_inf,All,,,,,,,,,,All,,,All,All,,All,died,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,dark cyanotic,>=3,continuous severe pain,hypomotile,moderate,none,<1l,All,absent,distended large intestine,All,All,serosanguinous,All,died,yes
no,young,All,58.0_to_inf,All,,,,,,,,,,All,,,All,All,,All,lived,yes
no,adult,All,58.0_to_inf,All,cool,normal,pale pink,<3,intermittent mild pain,hypomotile,none,none,none,All,increased,other,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,cool,absent,pale cyanotic,<3,intermittent severe pain,absent,severe,none,none,All,,distended large intestine,All,All,cloudy,All,euthanized,yes
no,adult,All,58.0_to_inf,All,cold,reduced,pale cyanotic,>=3,continuous severe pain,absent,severe,none,none,All,absent,distended large intestine,All,All,serosanguinous,All,died,yes
yes,adult,All,58.0_to_inf,All,cool,,pale cyanotic,>=3,continuous severe pain,absent,severe,slight,>1l,All,absent,distended large intestine,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale pink,>=3,depressed,hypomotile,moderate,slight,>1l,All,decreased,normal,All,All,serosanguinous,All,died,yes
no,adult,All,58.0_to_inf,All,cool,reduced,bright red,>=3,intermittent severe pain,hypermotile,slight,none,>1l,All,increased,normal,All,All,cloudy,All,died,no
no,adult,All,-inf_to_58.0,All,normal,normal,bright pink,<3,alert no pain,hypomotile,slight,none,none,All,,other,All,All,clear,All,lived,no
yes,adult,All,58.0_to_inf,All,normal,,pale pink,>=3,intermittent mild pain,hypomotile,slight,,,All,absent,distended large intestine,All,All,serosanguinous,All,died,yes
no,adult,All,58.0_to_inf,All,normal,normal,pale pink,<3,alert no pain,hypomotile,none,,,All,increased,other,All,All,,All,lived,no
no,adult,All,-inf_to_58.0,All,,,,<3,,,,,,All,,,All,All,,All,lived,no
no,adult,All,58.0_to_inf,All,cool,reduced,normal pink,>=3,depressed,hypomotile,moderate,slight,none,All,normal,distended large intestine,All,All,serosanguinous,All,euthanized,yes
yes,adult,All,58.0_to_inf,All,,,,,,,,,,All,,,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,warm,,bright pink,<3,continuous severe pain,hypomotile,moderate,slight,>1l,All,,,All,All,,All,died,yes
yes,adult,All,58.0_to_inf,All,cold,reduced,pale pink,,continuous severe pain,absent,moderate,slight,,All,absent,distended small intestine,All,All,serosanguinous,All,died,yes
no,adult,All,58.0_to_inf,All,cool,reduced,pale pink,>=3,continuous severe pain,absent,severe,none,>1l,All,absent,distended large intestine,All,All,,All,died,yes
no,adult,All,-inf_to_58.0,All,normal,normal,pale pink,<3,depressed,hypermotile,,none,none,All,absent,distended large intestine,All,All,,All,lived,no
no,adult,All,58.0_to_inf,All,warm,increased,normal pink,<3,alert no pain,normal,slight,slight,none,All,normal,normal,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,warm,normal,bright pink,<3,intermittent mild pain,,,slight,,All,absent,,All,All,clear,All,died,yes
no,adult,All,58.0_to_inf,All,cold,reduced,pale cyanotic,>=3,depressed,absent,severe,none,none,All,,,All,All,cloudy,All,euthanized,no
yes,adult,All,58.0_to_inf,All,cool,normal,pale cyanotic,>=3,intermittent mild pain,hypomotile,slight,none,>1l,All,absent,distended large intestine,All,All,serosanguinous,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,normal,pale pink,<3,intermittent mild pain,hypomotile,slight,none,none,All,decreased,distended small intestine,All,All,cloudy,All,lived,yes
no,adult,All,58.0_to_inf,All,normal,normal,bright red,>=3,intermittent mild pain,hypomotile,none,none,<1l,All,decreased,distended small intestine,All,All,clear,All,lived,yes
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,alert no pain,hypomotile,none,slight,none,All,decreased,other,All,All,clear,All,lived,no
no,adult,All,-inf_to_58.0,All,normal,,pale pink,<3,,,,slight,<1l,All,,,All,All,,All,lived,no
no,adult,All,58.0_to_inf,All,cool,,,<3,intermittent mild pain,,moderate,slight,>1l,All,absent,distended small intestine,All,All,,All,euthanized,yes
yes,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,alert no pain,normal,none,slight,,All,normal,normal,All,All,cloudy,All,lived,no
yes,adult,All,-inf_to_58.0,All,normal,normal,bright red,<3,intermittent severe pain,hypomotile,none,slight,<1l,All,normal,,All,All,cloudy,All,died,yes
yes,young,All,58.0_to_inf,All,,,,,,,,,,All,,,All,All,,All,died,yes
yes,young,All,58.0_to_inf,All,cool,reduced,bright red,>=3,depressed,hypomotile,,,,All,,,All,All,cloudy,All,euthanized,yes
yes,adult,All,-inf_to_58.0,All,cool,reduced,normal pink,<3,intermittent mild pain,hypomotile,slight,,,All,decreased,,All,All,,All,lived,yes
no,adult,All,-inf_to_58.0,All,warm,,normal pink,<3,alert no pain,hypermotile,none,none,none,All,normal,normal,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,cool,reduced,pale pink,meaning unknown,continuous severe pain,hypomotile,moderate,significant,>1l,All,absent,distended large intestine,All,All,,All,died,yes
yes,adult,All,58.0_to_inf,All,normal,reduced,dark cyanotic,>=3,intermittent mild pain,absent,slight,slight,<1l,All,,distended small intestine,All,All,serosanguinous,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale cyanotic,<3,intermittent severe pain,hypomotile,slight,,,All,absent,distended small intestine,All,All,serosanguinous,All,died,yes
yes,adult,All,-inf_to_58.0,All,,reduced,normal pink,<3,depressed,hypomotile,slight,significant,none,All,decreased,distended large intestine,All,All,serosanguinous,All,lived,yes
yes,young,All,58.0_to_inf,All,cool,normal,bright pink,<3,intermittent mild pain,absent,none,,,All,normal,,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,dark cyanotic,>=3,continuous severe pain,,severe,none,none,All,,,All,All,,All,died,yes
yes,adult,All,58.0_to_inf,All,normal,reduced,bright pink,>=3,depressed,hypomotile,moderate,,>1l,All,absent,,All,All,cloudy,All,lived,yes
no,adult,All,-inf_to_58.0,All,warm,reduced,pale pink,meaning unknown,intermittent mild pain,hypermotile,slight,slight,>1l,All,,distended small intestine,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,moderate,significant,,All,absent,distended large intestine,All,All,serosanguinous,All,died,yes
no,adult,All,-inf_to_58.0,All,,,,<3,,,,,,All,,,All,All,cloudy,All,euthanized,yes
no,adult,All,58.0_to_inf,All,normal,normal,bright red,<3,intermittent mild pain,hypomotile,slight,slight,none,All,decreased,firm feces in large intestine,All,All,cloudy,All,lived,no
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,alert no pain,hypermotile,none,,,All,,,All,All,,All,lived,no
no,adult,All,-inf_to_58.0,All,,,,,depressed,,,,<1l,All,normal,normal,All,All,,All,lived,yes
no,adult,All,58.0_to_inf,All,cool,reduced,normal pink,>=3,depressed,hypomotile,moderate,slight,none,All,normal,distended large intestine,All,All,serosanguinous,All,died,yes
no,adult,All,-inf_to_58.0,All,cool,normal,normal pink,<3,alert no pain,hypermotile,none,slight,none,All,decreased,normal,All,All,,All,lived,no
no,adult,All,58.0_to_inf,All,cool,reduced,normal pink,<3,continuous severe pain,hypomotile,moderate,none,none,All,absent,distended large intestine,All,All,,All,died,yes
no,adult,All,-inf_to_58.0,All,cold,normal,pale pink,<3,,normal,none,none,none,All,normal,normal,All,All,,All,lived,no
yes,adult,All,-inf_to_58.0,All,,normal,bright pink,<3,intermittent mild pain,hypomotile,moderate,slight,none,All,decreased,distended large intestine,All,All,,All,lived,yes
no,adult,All,58.0_to_inf,All,,,pale pink,<3,,hypomotile,none,slight,none,All,decreased,other,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale cyanotic,<3,depressed,hypomotile,moderate,,<1l,All,absent,distended large intestine,All,All,,All,euthanized,no
no,adult,All,-inf_to_58.0,All,warm,normal,pale pink,<3,alert no pain,hypomotile,slight,none,none,All,normal,distended large intestine,All,All,,All,lived,no
no,adult,All,58.0_to_inf,All,cool,reduced,dark cyanotic,>=3,depressed,absent,moderate,none,>1l,All,decreased,distended large intestine,All,All,cloudy,All,lived,no
yes,adult,All,-inf_to_58.0,All,cool,reduced,normal pink,<3,alert no pain,hypomotile,,,,All,normal,normal,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,cold,reduced,pale cyanotic,>=3,continuous severe pain,absent,,,none,All,absent,distended large intestine,All,All,,All,euthanized,yes
no,adult,All,-inf_to_58.0,All,cool,,normal pink,<3,depressed,,,,,All,,,All,All,,All,lived,no
yes,young,All,58.0_to_inf,All,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,,,All,increased,normal,All,All,,All,lived,yes
yes,adult,All,-inf_to_58.0,All,normal,reduced,pale pink,<3,intermittent severe pain,absent,none,slight,<1l,All,increased,distended large intestine,All,All,clear,All,died,yes
yes,adult,All,58.0_to_inf,All,normal,,pale pink,>=3,depressed,hypomotile,slight,slight,,All,absent,distended large intestine,All,All,,All,lived,yes
yes,adult,All,-inf_to_58.0,All,,reduced,pale pink,<3,,,,none,none,All,normal,,All,All,,All,lived,yes
no,adult,All,-inf_to_58.0,All,normal,normal,pale pink,<3,alert no pain,hypomotile,slight,,,All,normal,,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,cold,reduced,bright pink,>=3,intermittent severe pain,absent,severe,,,All,absent,distended large intestine,All,All,serosanguinous,All,euthanized,yes
yes,young,All,58.0_to_inf,All,cool,reduced,bright pink,<3,intermittent mild pain,hypomotile,moderate,none,none,All,,,All,All,cloudy,All,died,yes
yes,adult,All,58.0_to_inf,All,cool,absent,bright red,>=3,depressed,hypomotile,slight,slight,none,All,absent,distended large intestine,All,All,,All,died,yes
yes,adult,All,-inf_to_58.0,All,cool,,,<3,alert no pain,hypomotile,slight,,,All,,,All,All,clear,All,lived,yes
yes,adult,All,-inf_to_58.0,All,warm,normal,normal pink,<3,alert no pain,hypomotile,none,none,none,All,,distended large intestine,All,All,,All,lived,yes
no,adult,All,58.0_to_inf,All,cool,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,,,All,,,All,All,,All,lived,no
yes,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,moderate,slight,none,All,absent,distended large intestine,All,All,,All,lived,yes
no,adult,All,58.0_to_inf,All,cool,reduced,pale cyanotic,>=3,intermittent mild pain,absent,moderate,,<1l,All,absent,distended large intestine,All,All,clear,All,euthanized,yes
yes,adult,All,58.0_to_inf,All,normal,,normal pink,<3,continuous severe pain,hypomotile,none,,none,All,,,All,All,cloudy,All,lived,yes
no,adult,All,-inf_to_58.0,All,warm,normal,bright pink,<3,alert no pain,hypomotile,none,none,none,All,,,All,All,,All,lived,no
yes,adult,All,-inf_to_58.0,All,normal,normal,bright pink,<3,depressed,hypomotile,slight,none,none,All,decreased,distended small intestine,All,All,cloudy,All,lived,yes
yes,adult,All,58.0_to_inf,All,,,dark cyanotic,>=3,intermittent severe pain,hypomotile,none,,>1l,All,normal,distended small intestine,All,All,cloudy,All,euthanized,yes
no,adult,All,-inf_to_58.0,All,warm,normal,normal pink,<3,intermittent mild pain,hypermotile,none,,,All,normal,,All,All,clear,All,lived,no
yes,adult,All,58.0_to_inf,All,normal,normal,pale pink,<3,intermittent severe pain,absent,moderate,slight,none,All,absent,distended small intestine,All,All,clear,All,died,yes
no,adult,All,-inf_to_58.0,All,cool,normal,pale cyanotic,<3,alert no pain,hypermotile,moderate,slight,none,All,normal,normal,All,All,,All,euthanized,yes
yes,adult,All,58.0_to_inf,All,cool,normal,pale pink,<3,continuous severe pain,absent,slight,,,All,,,All,All,cloudy,All,lived,yes
yes,adult,All,-inf_to_58.0,All,cool,reduced,,<3,intermittent severe pain,absent,none,slight,none,All,normal,,All,All,cloudy,All,lived,yes
yes,adult,All,58.0_to_inf,All,,,pale pink,<3,depressed,hypomotile,moderate,,,All,,,All,All,,All,euthanized,no
yes,adult,All,-inf_to_58.0,All,,,normal pink,<3,,,none,slight,none,All,,,All,All,,All,lived,yes
no,adult,All,58.0_to_inf,All,cool,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,none,<1l,All,,,All,All,,All,died,yes
,adult,All,-inf_to_58.0,All,cool,normal,pale pink,<3,intermittent severe pain,hypomotile,none,slight,none,All,decreased,distended large intestine,All,All,cloudy,All,,yes
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,depressed,hypomotile,none,,,All,,firm feces in large intestine,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,,pale cyanotic,>=3,continuous severe pain,absent,,slight,,All,increased,,All,All,,All,died,yes
yes,young,All,58.0_to_inf,All,cool,reduced,pale pink,<3,continuous severe pain,hypermotile,moderate,slight,>1l,All,increased,,All,All,cloudy,All,died,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale pink,>=3,continuous severe pain,hypomotile,moderate,significant,>1l,All,absent,distended large intestine,All,All,,All,died,yes
yes,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,alert no pain,normal,severe,slight,>1l,All,absent,distended large intestine,All,All,,All,lived,yes
no,adult,All,-inf_to_58.0,All,normal,increased,pale pink,<3,alert no pain,hypermotile,none,none,none,All,normal,normal,All,All,,All,lived,no
no,adult,All,58.0_to_inf,All,normal,normal,,<3,intermittent mild pain,hypomotile,,none,none,All,,,All,All,clear,All,lived,no
no,adult,All,-inf_to_58.0,All,,,bright red,<3,,,,,,All,,,All,All,,All,died,no
yes,adult,All,58.0_to_inf,All,cold,reduced,dark cyanotic,>=3,continuous severe pain,absent,severe,,,All,absent,distended large intestine,All,All,serosanguinous,All,died,yes
yes,adult,All,-inf_to_58.0,All,normal,normal,normal pink,>=3,alert no pain,normal,none,slight,,All,normal,normal,All,All,cloudy,All,lived,no
yes,adult,All,58.0_to_inf,All,cool,reduced,dark cyanotic,<3,depressed,absent,severe,significant,>1l,All,absent,distended large intestine,All,All,,All,euthanized,no
no,adult,All,58.0_to_inf,All,cool,reduced,bright pink,<3,depressed,hypomotile,moderate,slight,none,All,decreased,,All,All,,All,lived,yes
no,adult,All,-inf_to_58.0,All,warm,normal,pale pink,<3,intermittent mild pain,absent,moderate,none,>1l,All,normal,distended small intestine,All,All,,All,died,yes
yes,adult,All,58.0_to_inf,All,,reduced,dark cyanotic,>=3,depressed,absent,slight,slight,<1l,All,absent,distended small intestine,All,All,,All,lived,yes
no,adult,All,-inf_to_58.0,All,,,,,alert no pain,hypermotile,,none,none,All,normal,,All,All,,All,lived,no
no,adult,All,-inf_to_58.0,All,cool,normal,normal pink,<3,depressed,hypomotile,slight,,,All,,other,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,cold,reduced,dark cyanotic,>=3,intermittent severe pain,absent,slight,none,<1l,All,absent,distended small intestine,All,All,serosanguinous,All,died,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale cyanotic,>=3,,absent,severe,slight,none,All,,,All,All,serosanguinous,All,lived,yes
no,adult,All,-inf_to_58.0,All,cool,normal,normal pink,<3,alert no pain,hypomotile,slight,slight,none,All,decreased,other,All,All,clear,All,lived,no
no,adult,All,-inf_to_58.0,All,normal,normal,pale pink,<3,intermittent mild pain,hypomotile,severe,slight,,All,,distended large intestine,All,All,,All,lived,yes
no,adult,All,-inf_to_58.0,All,cool,reduced,pale cyanotic,<3,alert no pain,absent,slight,slight,,All,,other,All,All,clear,All,lived,no
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,none,none,All,normal,firm feces in large intestine,All,All,clear,All,lived,no
yes,adult,All,58.0_to_inf,All,normal,,pale pink,>=3,,absent,severe,slight,<1l,All,,distended large intestine,All,All,,All,euthanized,yes
no,adult,All,-inf_to_58.0,All,cool,normal,normal pink,<3,intermittent mild pain,hypomotile,none,,,All,,,All,All,,All,lived,no
no,adult,All,58.0_to_inf,All,normal,normal,bright pink,<3,depressed,hypermotile,slight,significant,none,All,normal,firm feces in large intestine,All,All,cloudy,All,lived,no
yes,adult,All,58.0_to_inf,All,,,,,intermittent severe pain,,,none,none,All,,distended large intestine,All,All,cloudy,All,lived,yes
yes,adult,All,-inf_to_58.0,All,,,,<3,,,,,,All,,,All,All,,All,died,yes
no,adult,All,58.0_to_inf,All,cool,,,>=3,intermittent mild pain,hypomotile,slight,slight,none,All,decreased,,All,All,clear,All,lived,no
yes,adult,All,58.0_to_inf,All,normal,reduced,pale pink,<3,continuous severe pain,hypomotile,none,none,none,All,decreased,,All,All,serosanguinous,All,euthanized,yes
yes,adult,All,58.0_to_inf,All,normal,normal,bright red,>=3,intermittent mild pain,hypomotile,slight,slight,>1l,All,absent,distended small intestine,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,,,bright red,<3,,hypomotile,moderate,none,,All,absent,,All,All,clear,All,euthanized,no
yes,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,intermittent mild pain,hypermotile,none,,,All,increased,normal,All,All,clear,All,lived,no
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,none,slight,none,All,,normal,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,,,,>=3,continuous severe pain,,severe,significant,none,All,,distended large intestine,All,All,,All,euthanized,yes
no,adult,All,58.0_to_inf,All,cool,reduced,bright red,,intermittent mild pain,hypomotile,moderate,,>1l,All,,,All,All,serosanguinous,All,died,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale pink,<3,depressed,absent,moderate,none,<1l,All,,,All,All,serosanguinous,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,bright red,>=3,depressed,absent,moderate,,<1l,All,absent,distended small intestine,All,All,cloudy,All,died,yes
no,adult,All,58.0_to_inf,All,cool,absent,dark cyanotic,,intermittent severe pain,,severe,,,All,,,All,All,,All,died,yes
yes,adult,All,58.0_to_inf,All,,,,,,,,,,All,,,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,,,pale cyanotic,<3,intermittent severe pain,,,,none,All,,,All,All,cloudy,All,died,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,severe,none,none,All,absent,,All,All,serosanguinous,All,lived,yes
no,adult,All,58.0_to_inf,All,cool,reduced,bright red,>=3,intermittent severe pain,hypomotile,severe,slight,none,All,absent,distended large intestine,All,All,,All,euthanized,no
yes,adult,All,58.0_to_inf,All,cool,normal,bright red,>=3,intermittent severe pain,hypomotile,moderate,slight,<1l,All,absent,distended small intestine,All,All,serosanguinous,All,died,yes
no,adult,All,-inf_to_58.0,All,,,normal pink,<3,intermittent mild pain,,slight,none,<1l,All,normal,,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,cool,reduced,dark cyanotic,>=3,continuous severe pain,,severe,none,none,All,,,All,All,,All,died,yes
no,adult,All,-inf_to_58.0,All,normal,normal,bright pink,<3,depressed,hypermotile,none,slight,none,All,normal,,All,All,clear,All,lived,no
no,adult,All,58.0_to_inf,All,warm,increased,bright pink,<3,alert no pain,hypermotile,none,significant,none,All,normal,normal,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,cold,reduced,dark cyanotic,>=3,,hypomotile,,,,All,,,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,All,normal,normal,,<3,,hypermotile,none,,,All,,,All,All,clear,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,normal,normal pink,<3,depressed,hypermotile,none,slight,>1l,All,normal,distended small intestine,All,All,clear,All,lived,yes
yes,adult,All,-inf_to_58.0,All,,normal,pale cyanotic,<3,intermittent mild pain,hypomotile,none,none,none,All,decreased,firm feces in large intestine,All,All,serosanguinous,All,lived,yes
yes,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,moderate,none,>1l,All,absent,,All,All,clear,All,lived,yes
yes,adult,All,58.0_to_inf,All,cool,reduced,pale cyanotic,>=3,intermittent severe pain,hypomotile,severe,,,All,,,All,All,,All,died,yes
no,adult,All,58.0_to_inf,All,normal,normal,bright pink,<3,depressed,normal,none,,,All,absent,normal,All,All,,All,lived,no
no,adult,All,-inf_to_58.0,All,cool,normal,normal pink,,,hypermotile,slight,,,All,normal,,All,All,,All,lived,no
no,adult,All,58.0_to_inf,All,normal,normal,bright red,>=3,depressed,normal,none,slight,none,All,increased,firm feces in large intestine,All,All,cloudy,All,euthanized,no
no,adult,All,58.0_to_inf,All,cool,reduced,,>=3,depressed,absent,slight,none,>1l,All,absent,distended large intestine,All,All,,All,died,yes
no,adult,All,58.0_to_inf,All,normal,normal,normal pink,>=3,alert no pain,hypomotile,none,,,All,decreased,,All,All,,All,lived,no
no,adult,All,58.0_to_inf,All,cool,normal,bright pink,<3,depressed,hypermotile,slight,,,All,decreased,other,All,All,,All,lived,no
yes,adult,All,-inf_to_58.0,All,normal,,pale pink,<3,intermittent mild pain,hypermotile,moderate,slight,none,All,decreased,firm feces in large intestine,All,All,cloudy,All,lived,yes
yes,adult,All,58.0_to_inf,All,normal,normal,pale pink,<3,intermittent severe pain,absent,moderate,slight,none,All,decreased,distended large intestine,All,All,clear,All,died,yes
yes,adult,All,-inf_to_58.0,All,,,,,,,,none,none,All,,distended large intestine,All,All,serosanguinous,All,euthanized,yes
no,adult,All,-inf_to_58.0,All,normal,normal,normal pink,<3,depressed,hypomotile,none,slight,none,All,absent,normal,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,All,cool,normal,pale pink,<3,intermittent severe pain,absent,slight,slight,,All,,,All,All,clear,All,lived,yes
no,adult,All,58.0_to_inf,All,cool,reduced,bright red,>=3,intermittent severe pain,hypomotile,severe,slight,none,All,absent,distended large intestine,All,All,,All,euthanized,no
